formula,bulk_modulus,shear_modulus,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Mg(AlC)2,133.9128472,90.80081583,Mg1 Al2 C2,6,13,7,10,3.2,6,68,77,9,73.6,2.719999999999999,73,12.0107,26.9815386,14.9708386,20.457895439999998,6.757756352000001,12.0107,923,3823,2900,2087.188,1388.6496,933.47,2,14,12,11.2,3.6800000000000006,13,2,3,1,2.6,0.48,2,76,141,65,107,24.8,76,1.31,2.55,1.2399999999999998,1.9259999999999997,0.4991999999999998,1.61,2,2,0,2,0,2,0,2,2,1.2,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3.2,0.64,3,0,0,0,0,0,0,0,5,5,3.6,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3.6,1.44,4,5.64,22.89,17.25,13.425999999999998,6.2288000000000014,5.64,0,4.496,4.496,1.7984000000000002,2.1580800000000004,0,0,0,0,0,0,0,194,225,31,206.4,14.88,194
VS,147.4424273,80.00096571,V1 S1,16,23,7,19.5,3.5,16,46,88,42,67,21,46,32.065,50.9415,18.8765,41.503249999999994,9.43825,32.065,388.36,2183,1794.6399999999999,1285.68,897.3199999999999,388.36,5,16,11,10.5,5.5,5,3,4,1,3.5,0.5,3,105,153,48,129,24,105,1.63,2.58,0.9500000000000002,2.105,0.4750000000000001,1.63,2,2,0,2,0,2,0,4,4,2,2,0,0,3,3,1.5,1.5,0,0,0,0,0,0,0,5,6,1,5.5,0.5,5,0,0,0,0,0,0,0,2,2,1,1,0,0,7,7,3.5,3.5,0,0,0,0,0,0,0,2,7,5,4.5,2.5,2,13.01,25.786875,12.776874999999999,19.3984375,6.388437499999999,13.01,0,2.202,2.202,1.101,1.101,0,0,0,0,0,0,0,70,229,159,149.5,79.5,70
Sc2FeSi2,119.7569278,75.33614097,Sc2 Fe1 Si2,14,26,12,19.2,4.16,14,11,78,67,46.6,28.479999999999997,11,28.0855,55.845,27.7595,40.3855648,9.84005184,28.0855,1687,1814,127,1762.6,60.48000000000002,1687,3,14,11,8.4,4.4799999999999995,3,3,4,1,3.6,0.48,3,111,170,59,138.8,24.96,111,1.36,1.9,0.5399999999999998,1.6700000000000004,0.24799999999999986,1.36,2,2,0,2,0,2,0,2,2,0.8,0.9600000000000002,0,0,6,6,1.6,1.7600000000000002,0,0,0,0,0,0,0,3,8,5,4.4,1.4400000000000002,3,0,0,0,0,0,0,0,4,4,1.6,1.9200000000000004,0,0,9,9,4.4,3.6799999999999997,0,0,0,0,0,0,0,4,9,5,6,2.4,4,10.73,22.235,11.504999999999999,19.216,3.3943999999999996,20.44,0,0.773,0.773,0.30920000000000003,0.37104,0,0,2.1106628,2.1106628,0.42213510000000004,0.67541108,0,194,229,35,214.2,16.160000000000004,194
HfP,148.4785157,85.72173992,Hf1 P1,15,72,57,43.5,28.5,15,45,83,38,64,19,45,30.973762,178.49,147.51623800000002,104.731881,73.758119,30.973762,317.3,2506,2188.7,1411.65,1094.35,317.3,4,15,11,9.5,5.5,4,3,6,3,4.5,1.5,3,107,175,68,141,34,107,1.3,2.19,0.8899999999999999,1.745,0.44499999999999995,1.3,2,2,0,2,0,2,0,3,3,1.5,1.5,0,0,2,2,1,1,0,0,14,14,7,7,0,5,18,13,11.5,6.5,5,0,0,0,0,0,0,0,3,3,1.5,1.5,0,0,8,8,4,4,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,22.2,22.5702381,0.3702380952000013,22.38511905,0.18511904760000064,22.2,0,1.625,1.625,0.8125,0.8125,0,0,0,0,0,0,0,2,194,192,98,96,2
Sb2O5,126.8529922,75.07546081,Sb2 O5,8,51,43,20.285714285714285,17.551020408163264,8,85,87,2,86.42857142857143,0.816326531,87,15.9994,121.76,105.76060000000001,46.21671428571428,43.167591836734694,15.9994,54.8,903.78,848.98,297.36571428571426,346.5224489795918,54.8,15,16,1,15.714285714285714,0.4081632653061228,16,2,5,3,2.857142857142857,1.2244897959183676,2,66,139,73,86.85714285714286,29.79591836734694,66,2.05,3.44,1.3900000000000001,3.0428571428571423,0.5673469387755105,3.44,2,2,0,2,0,2,3,4,1,3.7142857142857144,0.4081632653061224,4,0,10,10,2.857142857142857,4.081632653061225,0,0,0,0,0,0,0,6,15,9,8.571428571428571,3.673469387755102,6,0,0,0,0,0,0,2,3,1,2.2857142857142856,0.4081632653061224,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.2857142857142856,0.4081632653061224,2,9.105,31.56,22.455,15.520714285714288,9.165306122,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,166,154,56,62.857142857142854,12
Co3SnC,205.7439237,76.08267633,Co3 Sn1 C1,6,50,44,27.4,9.04,27,58,80,22,66.2,9.84,58,12.0107,118.71,106.6993,61.50405699999999,22.882377199999993,58.933195,505.08,3823,3317.92,1926.416,758.6335999999999,1768,9,14,5,11,2.4,9,2,5,3,3.8,0.7200000000000001,4,76,139,63,118.6,17.040000000000003,126,1.88,2.55,0.6699999999999999,2.03,0.2079999999999999,1.88,2,2,0,2,0,2,0,2,2,0.8,0.9600000000000002,0,0,10,10,6.2,2.4799999999999995,7,0,0,0,0,0,0,4,14,10,9,2,9,0,0,0,0,0,0,0,4,4,1.6,1.9200000000000004,0,0,3,3,1.8,1.44,3,0,0,0,0,0,0,3,4,1,3.4,0.48,3,5.64,33.285,27.644999999999996,13.931999999999999,7.741199999999997,10.245,0,4.496,4.496,0.8992000000000001,1.4387200000000002,0,0,1.5484712,1.5484712,0.92908272,0.743266176,1.5484712,141,194,53,183.4,16.959999999999997,194
NbNiP,217.7946689,98.36753409,Nb1 Ni1 P1,15,41,26,28,8.666666666666666,15,47,83,36,63.666666666666664,12.888888888888888,47,30.973762,92.90638,61.932618,60.85784733333333,21.365688444444444,30.973762,317.3,2750,2432.7,1598.4333333333334,854.0888888888888,317.3,5,15,10,10,3.3333333333333335,5,3,5,2,4,0.6666666666666666,3,107,164,57,131.66666666666666,21.555555555555554,107,1.6,2.19,0.5899999999999999,1.8999999999999997,0.20000000000000004,1.6,1,2,1,1.6666666666666667,0.4444444444444444,1,0,3,3,1,1.3333333333333333,0,0,8,8,4,2.6666666666666665,0,0,0,0,0,0,0,5,10,5,6.666666666666667,2.2222222222222223,5,0,1,1,0.3333333333333333,0.4444444444444444,0,0,3,3,1,1.3333333333333333,0,0,6,6,2.6666666666666665,2.222222222222222,0,0,0,0,0,0,0,2,7,5,4,2,2,10.32,22.5702381,12.2502381,17.023412698399998,4.468941798933334,10.32,0,1.625,1.625,0.5416666666666666,0.7222222222222223,0,0,0.5953947,0.5953947,0.19846490000000003,0.2646198666666667,0,2,229,227,152,100,2
Fe2N,244.2959879,88.92314134,Fe2 N1,7,26,19,19.666666666666668,8.444444444444445,26,55,82,27,64,12,55,14.0067,55.845,41.8383,41.8989,18.5948,55.845,63.05,1811,1747.95,1228.3500000000001,776.8666666666667,1811,8,15,7,10.333333333333334,3.111111111111111,8,2,4,2,3.3333333333333335,0.8888888888888888,4,71,132,61,111.66666666666667,27.11111111111111,132,1.83,3.04,1.21,2.2333333333333334,0.5377777777777778,1.83,2,2,0,2,0,2,0,3,3,1,1.3333333333333333,0,0,6,6,4,2.6666666666666665,6,0,0,0,0,0,0,5,8,3,7,1.3333333333333333,8,0,0,0,0,0,0,0,3,3,1,1.3333333333333333,0,0,4,4,2.6666666666666665,1.777777777777778,4,0,0,0,0,0,0,3,4,1,3.6666666666666665,0.4444444444444445,4,10.73,14.76875,4.03875,12.076250000000002,1.7950000000000006,10.73,0,6.437,6.437,2.1456666666666666,2.8608888888888893,0,0,2.1106628,2.1106628,1.4071085333333333,0.9380723555555557,2.1106628,194,229,35,217.33333333333334,15.555555555555552,229
BIrPd,235.5837396,72.74447501,B1 Ir1 Pd1,5,77,72,42.666666666666664,25.111111111111114,5,60,72,12,64.66666666666667,4.888888889,60,10.811,192.217,181.406,103.14933333333335,61.558888888888895,10.811,1828.05,2739,910.95,2305.016666666667,317.9777777777777,1828.05,9,13,4,10.666666666666666,1.5555555555555554,9,2,6,4,4.333333333333333,1.5555555555555556,2,84,141,57,121.33333333333333,24.88888888888889,84,2.04,2.2,0.16000000000000014,2.146666666666667,0.071111111,2.04,0,2,2,1.3333333333333333,0.888888889,0,0,1,1,0.3333333333333333,0.4444444444444444,0,0,10,10,5.666666666666667,3.7777777777777772,0,0,14,14,4.666666666666667,6.222222222222222,0,3,23,20,12,7.333333333333333,3,0,0,0,0,0,0,0,5,5,1.6666666666666667,2.2222222222222223,0,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,0,5,5,2.6666666666666665,1.777777777777778,0,7.1725,14.41,7.2375,11.930833333333334,3.172222222222222,7.1725,0,1.524,1.524,0.508,0.6773333333333333,0,0,0,0,0,0,0,166,225,59,205.33333333333334,26.222222222222218,166
Fe7C3,242.4065117,91.77179998,Fe7 C3,6,26,20,20,8.4,26,55,77,22,61.6,9.24,55,12.0107,55.845,43.8343,42.69471,18.410406000000002,55.845,1811,3823,2012,2414.6,845.04,1811,8,14,6,9.8,2.5200000000000005,8,2,4,2,3.4,0.8400000000000001,4,76,132,56,115.2,23.52,132,1.83,2.55,0.7199999999999998,2.0460000000000003,0.3024,1.83,2,2,0,2,0,2,0,2,2,0.6,0.8399999999999999,0,0,6,6,4.2,2.52,6,0,0,0,0,0,0,4,8,4,6.8,1.6800000000000002,8,0,0,0,0,0,0,0,4,4,1.2,1.6799999999999997,0,0,4,4,2.8,1.6800000000000002,4,0,0,0,0,0,0,4,4,0,4,0,4,5.64,10.73,5.090000000000001,9.203,2.137800000000001,10.73,0,4.496,4.496,1.3488000000000002,1.8883200000000002,0,0,2.1106628,2.1106628,1.4774639600000001,0.886478376,2.1106628,194,229,35,218.5,14.7,229
TiCo2Si,201.3340067,85.73308568,Ti1 Co2 Si1,14,27,13,22.5,4.5,27,43,78,35,59.25,9.375,58,28.0855,58.933195,30.847694999999998,48.454722499999995,10.478472499999999,58.933195,1687,1941,254,1791,75,1768,4,14,10,9,2.5,9,3,4,1,3.75,0.375,4,111,160,49,130.75,14.625,126,1.54,1.9,0.3599999999999999,1.7999999999999998,0.13,1.88,2,2,0,2,0,2,0,2,2,0.5,0.75,0,0,7,7,4,3,7,0,0,0,0,0,0,4,9,5,6.5,2.5,9,0,0,0,0,0,0,0,4,4,1,1.5,0,0,8,8,3.5,2.25,3,0,0,0,0,0,0,3,8,5,4.5,1.75,3,10.245,20.44,10.195000000000002,14.405000000000001,4.160000000000001,10.245,0,0.773,0.773,0.19325,0.289875,0,0,1.5484712,1.5484712,0.7742412333333334,0.7742299666666667,1.5484712,194,227,33,202.25,12.375,194
Hf2S,131.3982171,73.90379226,Hf2 S1,16,72,56,53.333333333333336,24.888888888888886,72,45,88,43,59.333333333333336,19.11111111111111,45,32.065,178.49,146.425,129.68166666666667,65.07777777777778,178.49,388.36,2506,2117.64,1800.12,941.1733333333333,2506,4,16,12,8,5.333333333333333,4,3,6,3,5,1.3333333333333333,6,105,175,70,151.66666666666666,31.111111111111114,175,1.3,2.58,1.28,1.7266666666666666,0.5688888888888889,1.3,2,2,0,2,0,2,0,4,4,1.3333333333333333,1.777777777777778,0,0,2,2,1.3333333333333333,0.888888889,2,0,14,14,9.333333333333334,6.222222222222221,14,6,18,12,14,5.333333333333333,18,0,0,0,0,0,0,0,2,2,0.6666666666666666,0.888888889,0,0,8,8,5.333333333333333,3.555555555555556,8,0,0,0,0,0,0,2,8,6,6,2.6666666666666665,8,22.2,25.786875,3.586874999999999,23.395625,1.5941666666666663,22.2,0,2.202,2.202,0.734,0.9786666666666667,0,0,0,0,0,0,0,70,194,124,152.66666666666666,55.111111111111114,194
HfSi2,131.919118,93.55095234,Hf1 Si2,14,72,58,33.333333333333336,25.777777777777782,14,45,78,33,67,14.666666666666666,78,28.0855,178.49,150.4045,78.22033333333333,66.84644444444444,28.0855,1687,2506,819,1960,364,1687,4,14,10,10.666666666666666,4.444444444444445,14,3,6,3,4,1.3333333333333333,3,111,175,64,132.33333333333334,28.444444444444446,111,1.3,1.9,0.5999999999999999,1.7,0.2666666666666666,1.9,2,2,0,2,0,2,0,2,2,1.3333333333333333,0.888888889,2,0,2,2,0.6666666666666666,0.888888889,0,0,14,14,4.666666666666667,6.222222222222221,0,4,18,14,8.666666666666666,6.222222222222221,4,0,0,0,0,0,0,0,4,4,2.6666666666666665,1.777777777777778,4,0,8,8,2.6666666666666665,3.555555555555556,0,0,0,0,0,0,0,4,8,4,5.333333333333333,1.7777777777777777,4,20.44,22.2,1.759999999999998,21.026666666666667,0.7822222222222214,20.44,0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0,0,0,0,0,0,194,227,33,216,14.666666666666666,227
Zr3(Cu2Si)2,137.7190692,75.13236496,Zr3 Cu4 Si2,14,40,26,29.333333333333332,7.111111111111111,29,44,78,34,60.44444444444444,10.962962962962964,64,28.0855,91.224,63.13850000000001,64.89188889,17.554740740740744,63.546,1357.77,2128,770.23,1687.6755555555555,293.54962962962964,1357.77,4,14,10,9.333333333333334,3.5555555555555554,11,3,5,2,4.111111111111111,0.5925925925925924,4,111,175,64,141.66666666666666,22.222222222222218,132,1.33,1.9,0.5699999999999998,1.71,0.25333333333333324,1.9,1,2,1,1.5555555555555556,0.4938271604938272,1,0,2,2,0.4444444444444444,0.691358025,0,0,10,10,5.111111111111111,4.345679012,10,0,0,0,0,0,0,4,11,7,7.111111111111111,3.456790123,11,0,1,1,0.4444444444444444,0.4938271604938272,1,0,4,4,0.8888888888888888,1.382716049382716,0,0,8,8,2.6666666666666665,3.5555555555555554,0,0,0,0,0,0,0,1,8,7,4,2.6666666666666665,1,11.07,23.195,12.125,17.19388888888889,5.443456790123457,11.07,0,0.773,0.773,0.17177777777777778,0.2672098765432099,0,0,0,0,0,0,0,194,227,33,215.11111111111111,14.074074074074073,225
V3S4,98.16436801,70.52128234,V3 S4,16,23,7,19,3.4285714285714284,16,46,88,42,70,20.571428571428573,88,32.065,50.9415,18.8765,40.15492857142857,9.245632653061225,32.065,388.36,2183,1794.6399999999999,1157.4914285714287,879.0073469387755,388.36,5,16,11,11.285714285714286,5.387755102040816,16,3,4,1,3.4285714285714284,0.4897959183673469,3,105,153,48,125.57142857142857,23.51020408163265,105,1.63,2.58,0.9500000000000002,2.172857142857143,0.4653061224489797,2.58,2,2,0,2,0,2,0,4,4,2.2857142857142856,1.959183673469388,4,0,3,3,1.2857142857142858,1.4693877551020407,0,0,0,0,0,0,0,5,6,1,5.571428571428571,0.489795918,6,0,0,0,0,0,0,0,2,2,1.1428571428571428,0.979591837,2,0,7,7,3,3.4285714285714284,0,0,0,0,0,0,0,2,7,5,4.142857142857143,2.4489795918367347,2,13.01,25.786875,12.776874999999999,20.31107142857143,6.258061224489794,25.786875,0,2.202,2.202,1.2582857142857142,1.0785306122448979,2.202,0,0,0,0,0,0,70,229,159,138.14285714285714,77.87755102040816,70
SrFeO3,131.3827468,83.39260167,Sr1 Fe1 O3,8,38,30,17.6,11.52,8,8,87,79,64.8,26.639999999999997,87,15.9994,87.62,71.62060000000001,38.29264,26.751887999999997,15.9994,54.8,1811,1756.2,605.08,660.336,54.8,2,16,14,11.6,5.279999999999999,16,2,5,3,3,1.2,2,66,195,129,105,46.8,66,0.95,3.44,2.49,2.62,0.984,3.44,2,2,0,2,0,2,0,4,4,2.4,1.9200000000000004,4,0,6,6,1.2,1.92,0,0,0,0,0,0,0,2,8,6,5.6,1.4400000000000002,6,0,0,0,0,0,0,0,2,2,1.2,0.9600000000000002,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,54.23,45.125,18.455,14.309999999999999,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,98,103.2,12
Hf2NiP,166.7151398,93.70006588,Hf2 Ni1 P1,15,72,57,46.75,25.25,72,45,83,38,58.5,13.5,45,30.973762,178.49,147.51623800000002,111.66179050000001,66.82820950000001,178.49,317.3,2506,2188.7,1764.325,741.675,2506,4,15,11,8.25,4.25,4,3,6,3,4.75,1.25,6,107,175,68,145.25,29.75,175,1.3,2.19,0.8899999999999999,1.6749999999999998,0.37499999999999994,1.3,2,2,0,2,0,2,0,3,3,0.75,1.125,0,0,8,8,3,2.5,2,0,14,14,7,7,14,5,18,13,12.75,5.25,18,0,0,0,0,0,0,0,3,3,0.75,1.125,0,0,8,8,4.5,3.5,8,0,0,0,0,0,0,2,8,6,5.25,2.75,8,10.32,22.5702381,12.2502381,19.32255952,4.501279762,22.2,0,1.625,1.625,0.40625,0.609375,0,0,0.5953947,0.5953947,0.148848675,0.22327301250000003,0,2,225,223,153.75,75.875,194
Co2N,244.7678063,88.2470772,Co2 N1,7,27,20,20.333333333333332,8.888888889,27,58,82,24,66,10.666666666666666,58,14.0067,58.933195,44.926494999999996,43.95769666666666,19.96733111111111,58.933195,63.05,1768,1704.95,1199.6833333333334,757.7555555555555,1768,9,15,6,11,2.6666666666666665,9,2,4,2,3.3333333333333335,0.8888888888888888,4,71,126,55,107.66666666666667,24.444444444444443,126,1.88,3.04,1.1600000000000001,2.2666666666666666,0.5155555555555557,1.88,2,2,0,2,0,2,0,3,3,1,1.3333333333333333,0,0,7,7,4.666666666666667,3.1111111111111107,7,0,0,0,0,0,0,5,9,4,7.666666666666667,1.7777777777777777,9,0,0,0,0,0,0,0,3,3,1,1.3333333333333333,0,0,3,3,2,1.3333333333333333,3,0,0,0,0,0,0,3,3,0,3,0,3,10.245,14.76875,4.5237500000000015,11.752916666666666,2.010555555555556,10.245,0,6.437,6.437,2.1456666666666666,2.8608888888888893,0,0,1.5484712,1.5484712,1.0323141333333334,0.6882094222222221,1.5484712,194,194,0,194,0,194
TiO2,151.6493247,84.72781946,Ti1 O2,8,22,14,12.666666666666666,6.222222222222221,8,43,87,44,72.33333333333333,19.555555555555557,87,15.9994,47.867,31.867599999999996,26.62193333333333,14.163377777777777,15.9994,54.8,1941,1886.2,683.5333333333333,838.3111111111111,54.8,4,16,12,12,5.333333333333333,16,2,4,2,2.6666666666666665,0.8888888888888888,2,66,160,94,97.33333333333333,41.77777777777778,66,1.54,3.44,1.9,2.8066666666666666,0.8444444444444444,3.44,2,2,0,2,0,2,0,4,4,2.6666666666666665,1.777777777777778,4,0,2,2,0.6666666666666666,0.888888889,0,0,0,0,0,0,0,4,6,2,5.333333333333333,0.888888889,6,0,0,0,0,0,0,0,2,2,1.3333333333333333,0.888888889,2,0,8,8,2.6666666666666665,3.555555555555556,0,0,0,0,0,0,0,2,8,6,4,2.6666666666666665,2,9.105,16.69,7.585000000000001,11.633333333333335,3.371111111111112,9.105,0,0,0,0,0,0,0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0,12,194,182,72.66666666666667,80.88888889,12
NbSiPt,214.9527933,80.55743064,Nb1 Si1 Pt1,14,78,64,44.333333333333336,22.444444444444446,14,47,78,31,62.666666666666664,10.444444444444445,47,28.0855,195.084,166.9985,105.35862666666667,59.81691555555556,28.0855,1687,2750,1063,2159.4666666666667,393.68888888888887,1687,5,14,9,9.666666666666666,3.111111111111111,5,3,6,3,4.666666666666667,1.111111111111111,3,111,164,53,137,18,111,1.6,2.28,0.6799999999999997,1.9266666666666665,0.23555555555555543,1.6,1,2,1,1.3333333333333333,0.4444444444444444,1,0,2,2,0.6666666666666666,0.8888888888888888,0,0,9,9,4.333333333333333,3.1111111111111107,0,0,14,14,4.666666666666667,6.222222222222221,0,4,24,20,11,8.666666666666666,4,0,1,1,0.6666666666666666,0.4444444444444445,0,0,4,4,1.3333333333333333,1.7777777777777777,0,0,6,6,2.3333333333333335,2.4444444444444446,0,0,0,0,0,0,0,2,7,5,4.333333333333333,1.7777777777777777,2,15.02,20.44,5.420000000000002,17.88,1.9066666666666674,15.02,0,0.773,0.773,0.25766666666666665,0.3435555555555556,0,0,0,0,0,0,0,225,229,4,227,1.3333333333333333,225
Sc(CoSi)2,158.5027687,90.45385904,Sc1 Co2 Si2,14,27,13,20.6,5.279999999999999,14,11,78,67,56.6,18.24,58,28.0855,58.933195,30.847694999999998,43.798660399999996,12.57052832,28.0855,1687,1814,127,1744.8,46.24000000000001,1687,3,14,11,9.8,3.3600000000000003,9,3,4,1,3.6,0.48,3,111,170,59,128.8,16.480000000000008,111,1.36,1.9,0.5399999999999998,1.784,0.1695999999999999,1.88,2,2,0,2,0,2,0,2,2,0.8,0.9600000000000002,0,0,7,7,3,3.2,0,0,0,0,0,0,0,3,9,6,5.8,2.5599999999999996,4,0,0,0,0,0,0,0,4,4,1.6,1.9200000000000004,0,0,9,9,3,2.4,0,0,0,0,0,0,0,3,9,6,4.6,1.7599999999999998,3,10.245,22.235,11.99,16.720999999999997,5.180800000000001,10.245,0,0.773,0.773,0.30920000000000003,0.37104,0,0,1.5484712,1.5484712,0.6193897500000001,0.7432651600000001,0,194,227,33,207.2,15.839999999999998,194
HfSi,152.6547424,95.61136196,Hf1 Si1,14,72,58,43,29,14,45,78,33,61.5,16.5,45,28.0855,178.49,150.4045,103.28775,75.20225,28.0855,1687,2506,819,2096.5,409.5,1687,4,14,10,9,5,4,3,6,3,4.5,1.5,3,111,175,64,143,32,111,1.3,1.9,0.5999999999999999,1.6,0.29999999999999993,1.3,2,2,0,2,0,2,0,2,2,1,1,0,0,2,2,1,1,0,0,14,14,7,7,0,4,18,14,11,7,4,0,0,0,0,0,0,0,4,4,2,2,0,0,8,8,4,4,0,0,0,0,0,0,0,4,8,4,6,2,4,20.44,22.2,1.759999999999998,21.32,0.88,20.44,0,0.773,0.773,0.3865,0.3865,0,0,0,0,0,0,0,194,227,33,210.5,16.5,194
NaNiO2,99.7832474,68.05601121,Na1 Ni1 O2,8,28,20,13.75,7.125,8,2,87,85,59.25,28.625,87,15.9994,58.6934,42.693999999999996,28.42049232,15.136453839999998,15.9994,54.8,1728,1673.2,552.1175,587.94125,54.8,1,16,15,10.75,5.25,16,2,4,2,2.75,0.75,2,66,166,100,105.5,39.5,66,0.93,3.44,2.51,2.4299999999999997,1.01,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,8,8,2,3,0,0,0,0,0,0,0,1,10,9,5.75,2.375,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,2,1,1.75,0.375,2,9.105,29.24333333,20.13833333,14.44333333,7.4,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.22327301250000003,0,12,229,217,119.5,107.5,12
Zr(SiNi)2,170.8086925,81.62695156,Zr1 Si2 Ni2,14,40,26,24.8,8.639999999999999,14,44,78,34,64.4,10.88,61,28.0855,91.224,63.13850000000001,52.95636,19.896688,28.0855,1687,2128,441,1791.6,134.55999999999995,1687,4,14,10,10.4,2.88,10,3,5,2,3.8,0.64,3,111,175,64,129,18.4,111,1.33,1.91,0.5799999999999998,1.7899999999999998,0.18400000000000002,1.9,2,2,0,2,0,2,0,2,2,0.8,0.9600000000000002,0,0,8,8,3.6,3.5200000000000005,0,0,0,0,0,0,0,4,10,6,6.4,2.88,4,0,0,0,0,0,0,0,4,4,1.6,1.9200000000000004,0,0,8,8,2.4,2.2399999999999998,0,0,0,0,0,0,0,2,8,6,4,1.6,2,10.32,23.195,12.875,16.943,5.2984,10.32,0,0.773,0.773,0.30920000000000003,0.37104000000000004,0,0,0.5953947,0.5953947,0.23815788000000002,0.285789456,0,194,227,33,219.6,10.240000000000004,225
